Date,Open,High,Low,Close,Adj Close,Volume
2000-11-01,109.156250,110.218750,102.875000,104.406250,64.576622,33243800
2000-12-01,104.937500,109.437500,102.781250,106.781250,66.129997,33080400
2001-01-01,107.187500,112.500000,104.593750,108.669998,67.374870,31657100
2001-02-01,108.720001,110.480003,103.000000,105.000000,65.172211,33091000
2001-03-01,104.449997,108.779999,91.000000,99.139999,61.627899,108126700
2001-04-01,98.400002,109.120003,93.760002,107.220001,66.750999,90396900
2001-05-01,107.449997,113.639999,106.769997,109.080002,67.962990,78474900
2001-06-01,109.500000,112.180000,104.010002,105.239998,65.674507,52205800
2001-07-01,104.779999,107.000000,101.339996,105.029999,65.611206,40466300
2001-08-01,105.779999,106.250000,98.830002,99.879997,62.460915,71889800
2001-09-01,99.699997,102.070000,79.500000,88.349998,55.313164,125525100
2001-10-01,87.849998,96.099998,87.349998,90.680000,56.901154,128116800
2001-11-01,91.150002,100.150002,90.150002,98.589996,61.931278,66777700
2001-12-01,98.099998,101.949997,97.209999,99.800003,62.778099,48516700
2002-01-01,100.480003,103.139999,95.300003,99.239998,62.558781,70738400
2002-02-01,99.110001,102.699997,95.849998,101.099998,63.789097,109986200
2002-03-01,101.790001,106.889999,101.239998,103.709999,65.524101,141575900
2002-04-01,103.360001,104.129997,98.129997,99.489998,62.952873,110975400
2002-05-01,99.639999,103.730003,97.959999,99.250000,62.855228,83517800
2002-06-01,99.279999,100.110001,89.050003,92.529999,58.677357,107287800
2002-07-01,92.669998,94.190002,75.279999,87.150002,55.366474,267557500
2002-08-01,86.860001,91.000000,80.300003,86.519997,55.060139,239389800
2002-09-01,85.519997,87.989998,74.599998,76.000000,48.425636,215309500
2002-10-01,76.669998,85.889999,72.029999,83.750000,53.489407,335498600
2002-11-01,83.500000,89.800003,83.180000,88.900002,56.850674,179416800
2002-12-01,90.400002,90.660004,82.480003,83.510002,53.532532,126564000
2003-01-01,84.150002,88.879997,79.139999,80.839996,51.950874,163728500
2003-02-01,80.970001,81.690002,76.519997,79.309998,51.002087,146244700
2003-03-01,79.680000,85.360001,74.309998,79.820000,51.491108,225535100
2003-04-01,80.269997,85.699997,79.760002,84.860001,54.810913,183070700
2003-05-01,84.750000,88.980003,83.500000,88.839996,57.456615,175458000
2003-06-01,89.410004,93.949997,88.800003,89.910004,58.237381,174512300
2003-07-01,89.589996,93.769997,88.849998,92.470001,60.053940,146396300
2003-08-01,92.489998,95.239998,90.029999,94.410004,61.400490,123257300
2003-09-01,94.260002,96.989998,92.419998,93.129997,60.648819,120901300
2003-10-01,93.419998,98.830002,93.320000,98.029999,63.969131,127689300
2003-11-01,98.449997,99.349998,95.919998,98.080002,64.082733,90807200
2003-12-01,98.330002,104.750000,98.330002,104.570000,68.543152,137899900
2004-01-01,105.040001,107.230003,103.800003,105.080002,68.976196,160410500
2004-02-01,105.199997,107.919998,104.529999,106.070000,69.671333,105475500
2004-03-01,106.449997,107.089996,100.120003,103.919998,68.430374,174857500
2004-04-01,103.599998,105.949997,102.349998,102.349998,67.473587,134092400
2004-05-01,102.669998,104.139999,98.809998,102.180000,67.399811,167520500
2004-06-01,101.910004,105.050003,101.459999,104.629997,69.222130,105191200
2004-07-01,104.480003,104.650002,99.309998,101.750000,67.378311,145161600
2004-08-01,101.279999,102.250000,98.150002,101.889999,67.527542,125173500
2004-09-01,101.739998,103.820000,99.910004,100.870003,67.047653,121613600
2004-10-01,101.339996,102.879997,97.269997,100.379997,66.793472,163270800
2004-11-01,100.489998,106.260002,100.290001,104.330002,69.481880,140004500
2004-12-01,104.629997,108.559998,104.160004,107.510002,71.977943,140753000
2005-01-01,108.150002,108.589996,103.620003,104.800003,70.271797,166582800
2005-02-01,105.019997,108.980003,104.839996,107.699997,72.284012,105174200
2005-03-01,107.760002,109.830002,103.860001,104.989998,70.621155,133274900
2005-04-01,105.430000,105.620003,99.889999,101.879997,68.637711,163597400
2005-05-01,102.239998,105.500000,100.860001,104.629997,70.541382,130991000
2005-06-01,104.639999,106.510002,102.440002,102.750000,69.495331,134909000
2005-07-01,103.070000,107.160004,101.730003,106.629997,72.197418,139259400
2005-08-01,106.720001,107.330002,103.449997,104.889999,71.082054,143622000
2005-09-01,104.779999,107.010002,103.440002,105.750000,71.874870,159823200
2005-10-01,105.739998,106.010002,101.580002,103.910004,70.728012,179008400
2005-11-01,104.250000,109.589996,103.760002,108.220001,73.760735,114409400
2005-12-01,108.739998,109.500000,106.820000,106.949997,73.084312,120342200
2006-01-01,107.440002,110.459999,106.449997,108.269997,74.152710,141099600
2006-02-01,108.500000,111.519997,107.320000,109.900002,75.352264,136550800
2006-03-01,110.239998,113.269997,109.269997,111.309998,76.459099,146085400
2006-04-01,111.639999,114.099998,110.360001,113.879997,78.397621,133167100
2006-05-01,113.949997,116.800003,110.190002,111.730003,76.999603,197953900
2006-06-01,111.589996,112.849998,106.949997,111.790001,77.234306,191291600
2006-07-01,111.949997,112.559998,106.889999,111.900002,77.425400,156237900
2006-08-01,111.500000,114.080002,110.500000,113.809998,78.854370,127169300
2006-09-01,114.209999,117.330002,113.230003,116.739998,81.060173,139690400
2006-10-01,116.750000,121.550003,116.440002,120.730003,83.981155,165591800
2006-11-01,121.059998,123.510002,119.599998,122.279999,85.163589,150001300
2006-12-01,122.370003,125.139999,120.900002,124.410004,86.871727,130807200
2007-01-01,125.160004,126.489998,123.250000,126.239998,88.384331,175883200
2007-02-01,126.459999,127.900002,120.500000,122.660004,85.932648,163657100
2007-03-01,121.410004,125.010002,119.500000,123.589996,86.740295,234418200
2007-04-01,123.570000,131.979996,123.110001,130.669998,91.918411,155113800
2007-05-01,130.839996,136.660004,130.309998,136.289993,95.951035,283098100
2007-06-01,136.610001,136.850006,132.369995,134.199997,94.728134,343784800
2007-07-01,134.419998,140.460007,131.139999,132.169998,93.411530,349084000
2007-08-01,131.889999,136.960007,125.309998,133.399994,94.391510,536168100
2007-09-01,133.220001,139.309998,130.240005,138.910004,98.507683,216101300
2007-10-01,138.960007,141.949997,133.919998,138.949997,98.705910,307589300
2007-11-01,137.860001,137.899994,127.250000,134.160004,95.408371,403533900
2007-12-01,133.690002,137.899994,131.059998,132.550003,94.535278,218010400
2008-01-01,132.470001,132.669998,115.800003,126.000000,90.081711,473724100
2008-02-01,126.489998,127.610001,120.760002,123.010002,88.045212,279035500
2008-03-01,122.470001,126.099998,117.459999,122.400002,87.775009,348730900
2008-04-01,123.889999,129.979996,122.699997,128.190002,92.151657,293243700
2008-05-01,128.000000,131.289993,124.370003,126.129997,90.782608,233421300
2008-06-01,125.980003,126.250000,112.750000,113.419998,81.840904,380955700
2008-07-01,112.379997,116.879997,108.320000,113.699997,82.226334,575616800
2008-08-01,114.120003,118.730003,112.129997,115.449997,83.612801,422061700
2008-09-01,116.959999,118.010002,104.010002,108.360001,78.644859,698679300
2008-10-01,107.570000,108.790001,78.940002,93.500000,68.066582,1007168700
2008-11-01,93.139999,96.500000,74.500000,88.300003,64.392883,777198400
2008-12-01,86.300003,90.389999,81.309998,87.519997,64.113113,577288500
2009-01-01,87.949997,90.900002,79.050003,80.080002,58.844189,618804900
2009-02-01,79.139999,83.290001,70.370003,70.760002,52.085072,650954300
2009-03-01,69.650002,79.300003,64.779999,75.839996,56.097237,604399800
2009-04-01,74.879997,83.059998,74.800003,81.669998,60.554188,393548200
2009-05-01,81.790001,85.970001,80.959999,85.389999,63.416931,320204500
2009-06-01,86.279999,89.019997,82.570000,84.660004,63.060818,325483400
2009-07-01,84.980003,92.480003,80.959999,91.669998,68.508804,274478600
2009-08-01,92.470001,96.820000,91.400002,95.050003,71.137619,237236400
2009-09-01,94.599998,99.160004,92.629997,97.089996,72.920151,234513300
2009-10-01,96.919998,101.199997,94.199997,97.059998,73.027954,269299100
2009-11-01,97.400002,104.980003,96.820000,103.580002,78.006516,224123900
2009-12-01,104.279999,105.639999,101.750000,104.070000,78.631897,169229700
2010-01-01,104.839996,107.230003,100.410004,100.550003,76.267426,229355400
2010-02-01,101.209999,104.389999,98.360001,103.300003,78.353302,214258200
2010-03-01,103.669998,109.529999,103.580002,108.610001,82.591034,171222100
2010-04-01,109.239998,112.580002,108.500000,110.099998,83.884926,212147400
2010-05-01,110.570000,111.820000,97.750000,101.470001,77.372894,412859200
2010-06-01,100.669998,105.959999,97.589996,97.730003,74.802940,282428800
2010-07-01,97.750000,105.930000,96.169998,104.699997,80.283691,218440900
2010-08-01,106.080002,107.370003,99.370003,100.199997,76.902092,167266900
2010-09-01,101.360001,109.519997,101.330002,107.910004,83.129128,125993800
2010-10-01,108.550003,112.550003,107.070000,111.309998,85.902824,131885300
2010-11-01,111.680000,114.629997,109.400002,110.169998,85.094284,140835200
2010-12-01,111.680000,115.980003,111.589996,115.629997,89.599953,124823300
2011-01-01,116.410004,119.940002,115.559998,118.599998,92.309311,171137800
2011-02-01,119.160004,123.639999,119.080002,122.150002,95.188408,132276200
2011-03-01,122.400002,123.580002,115.510002,123.019997,96.100471,192920200
2011-04-01,123.589996,128.119995,120.650002,128.039993,100.214424,126745900
2011-05-01,128.600006,128.630005,122.800003,125.500000,98.316093,154591700
2011-06-01,125.129997,125.180000,118.489998,123.830002,97.327972,146290300
2011-07-01,124.089996,127.370003,120.639999,121.129997,95.371796,146856200
2011-08-01,122.739998,122.959999,105.940002,115.949997,91.375679,359056000
2011-09-01,116.089996,117.029999,105.720001,108.930000,86.171539,236814200
2011-10-01,108.209999,122.580002,103.839996,119.339996,94.580399,210863300
2011-11-01,116.900002,121.750000,112.139999,120.190002,95.407143,189762300
2011-12-01,120.010002,123.000000,117.050003,121.849998,96.959335,135753500
2012-01-01,123.940002,128.130005,122.589996,126.070000,100.618790,129418700
2012-02-01,127.070000,130.369995,126.480003,129.289993,103.325516,131463300
2012-03-01,129.600006,132.610001,127.180000,131.800003,105.603096,127375500
2012-04-01,131.559998,132.679993,126.919998,131.800003,105.806870,131885100
2012-05-01,131.850006,133.139999,122.820000,123.699997,99.418648,150557000
2012-06-01,122.129997,128.710007,120.190002,128.449997,103.590523,135600100
2012-07-01,128.619995,130.990005,124.769997,129.690002,104.772972,103815400
2012-08-01,130.470001,133.020004,127.510002,130.880005,105.906288,97470500
2012-09-01,130.740005,136.479996,129.630005,134.050003,108.757713,81878000
2012-10-01,134.619995,136.440002,130.089996,130.600006,106.178123,112174400
2012-11-01,131.020004,132.630005,124.419998,130.100006,105.917969,137897200
2012-12-01,130.690002,133.729996,128.539993,130.580002,106.583046,120863400
2013-01-01,132.990005,140.220001,132.740005,138.410004,113.325523,107710000
2013-02-01,139.289993,141.309998,137.600006,140.279999,114.979309,109155500
2013-03-01,139.889999,145.529999,139.169998,145.320007,119.415123,116788600
2013-04-01,145.300003,148.660004,144.050003,148.020004,121.887108,164699300
2013-05-01,147.559998,155.139999,146.580002,151.100006,124.544312,136104200
2013-06-01,151.539993,153.360001,145.169998,148.550003,122.788025,168441100
2013-07-01,149.520004,156.029999,148.250000,154.839996,128.251266,109215600
2013-08-01,155.889999,156.240005,147.369995,147.850006,122.624245,125415600
2013-09-01,148.880005,157.059998,147.610001,151.000000,125.554970,135222900
2013-10-01,151.000000,156.869995,146.960007,155.289993,129.373749,176083200
2013-11-01,155.580002,161.580002,154.869995,160.720001,134.046036,114369600
2013-12-01,160.759995,165.509995,157.070007,165.470001,138.267242,138229600
2014-01-01,164.789993,165.289993,155.850006,156.750000,131.301147,186965800
2014-02-01,156.570007,163.770004,153.119995,163.020004,136.664063,150777800
2014-03-01,161.589996,164.889999,160.380005,164.240005,138.059143,139639600
2014-04-01,164.669998,166.059998,159.880005,165.449997,139.316833,129276700
2014-05-01,165.300003,167.289993,163.039993,166.929993,140.676285,90738100
2014-06-01,167.250000,169.580002,166.580002,167.889999,141.848129,81057400
2014-07-01,168.289993,171.320007,165.289993,165.289993,139.921265,92877300
2014-08-01,164.800003,171.350006,163.130005,170.880005,144.808655,91516600
2014-09-01,170.940002,173.320007,168.940002,170.070007,144.377991,110722300
2014-10-01,169.910004,173.630005,158.270004,173.449997,147.600494,224560300
2014-11-01,173.570007,178.690002,172.460007,178.100006,151.557556,82373700
2014-12-01,177.539993,180.710007,170.740005,177.880005,151.753906,153832700
2015-01-01,178.649994,179.229996,171.059998,171.449997,146.584106,158080300
2015-02-01,171.949997,182.240005,170.100006,181.190002,155.044113,89529200
2015-03-01,181.369995,182.679993,175.460007,177.580002,152.369492,117760900
2015-04-01,177.539993,181.539993,175.570007,178.179993,153.149399,108809200
2015-05-01,179.210007,183.350006,177.250000,180.110001,154.909317,84988500
2015-06-01,181.000000,181.940002,175.449997,175.820007,151.554245,111271300
2015-07-01,177.570007,181.250000,173.779999,176.679993,152.699753,95582100
2015-08-01,176.820007,176.869995,150.570007,165.179993,142.896362,209167000
2015-09-01,161.399994,169.440002,159.179993,162.619995,141.137772,177477100
2015-10-01,163.009995,177.830002,159.929993,176.490005,153.477325,143995600
2015-11-01,176.869995,179.600006,172.149994,177.229996,154.192795,104538100
2015-12-01,177.919998,179.039993,170.889999,173.990005,151.863724,152886500
2016-01-01,171.050003,171.740005,154.380005,164.369995,143.802231,221571000
2016-02-01,163.389999,167.949997,155.259995,164.960007,144.394318,154988900
2016-03-01,166.009995,177.649994,165.710007,176.639999,155.196411,82236900
2016-04-01,175.710007,181.419998,174.679993,177.589996,156.366272,74121500
2016-05-01,178.080002,179.270004,173.669998,177.649994,156.532730,59842900
2016-06-01,176.979996,180.179993,170.369995,179.000000,158.276779,86715500
2016-07-01,178.779999,186.080002,176.960007,184.130005,163.139160,65794400
2016-08-01,184.350006,186.880005,182.309998,183.940002,163.089951,57464400
2016-09-01,183.729996,185.490005,179.929993,182.779999,162.633926,77934600
2016-10-01,182.309998,183.850006,179.429993,181.169998,161.515060,56215000
2016-11-01,181.520004,192.250000,178.639999,191.399994,170.804626,82978500
2016-12-01,191.839996,199.830002,191.429993,197.509995,176.754868,87859700
2017-01-01,198.910004,200.970001,196.690002,198.360001,177.902298,86089800
2017-02-01,199.130005,208.369995,198.020004,207.979996,186.712830,63888900
2017-03-01,209.919998,211.589996,203.809998,206.339996,185.745178,86710800
2017-04-01,206.520004,210.429993,203.639999,209.080002,188.579086,57320200
2017-05-01,209.490005,210.919998,205.860001,210.000000,189.576691,55340000
2017-06-01,210.270004,215.070007,209.910004,213.240005,193.068710,57726200
2017-07-01,213.949997,219.029999,212.679993,218.699997,198.377991,38988600
2017-08-01,219.740005,221.679993,215.729996,219.520004,199.339417,67798900
2017-09-01,220.130005,223.970001,217.179993,223.820007,203.738937,43396000
2017-10-01,224.190002,234.699997,224.020004,233.630005,213.107849,50038700
2017-11-01,234.600006,243.490005,232.649994,242.839996,221.683929,61412300
2017-12-01,243.139999,248.610001,239.410004,247.380005,226.370026,73664300
2018-01-01,248.339996,265.929993,247.229996,261.440002,239.783661,102211800
2018-02-01,259.950012,262.899994,233.759995,250.199997,229.601807,183041700
2018-03-01,250.210007,254.720001,234.850006,241.399994,222.093628,121375800
2018-04-01,240.330002,248.479996,233.199997,241.539993,222.628372,107013400
2018-05-01,240.690002,250.669998,235.119995,244.179993,225.182175,82718200
2018-06-01,246.139999,254.160004,239.830002,242.729996,224.476578,99747700
2018-07-01,240.919998,255.679993,240.619995,254.169998,235.407532,75848400
2018-08-01,253.899994,261.769989,249.860001,259.850006,240.973862,79663800
2018-09-01,259.220001,267.609985,257.820007,264.399994,245.709717,63102800
2018-10-01,266.100006,269.279999,241.050003,251.190002,233.911789,163946700
2018-11-01,252.149994,262.970001,242.710007,255.509995,238.080124,93217400
2018-12-01,260.170013,260.299988,216.970001,233.199997,217.808990,136737400
2019-01-01,229.270004,251.000000,226.360001,250.119995,234.242676,93252100
2019-02-01,250.669998,262.359985,249.130005,259.279999,242.994614,60166600
2019-03-01,261.149994,261.679993,252.460007,259.130005,243.520187,88452200
2019-04-01,261.230011,266.859985,260.579987,265.790009,250.308823,62240200
2019-05-01,266.470001,266.809998,248.220001,248.220001,233.901810,90766600
2019-06-01,248.339996,268.959991,247.039993,265.850006,251.138947,64656500
2019-07-01,268.450012,273.989990,266.000000,268.519989,254.265320,47920200
2019-08-01,268.820007,271.709991,253.929993,264.130005,250.313477,87214100
2019-09-01,262.070007,273.440002,260.029999,269.179993,255.771744,56036400
2019-10-01,269.760010,275.000000,257.380005,270.480011,257.621063,62734700
2019-11-01,271.859985,281.910004,271.690002,280.950012,267.764709,37038500
2019-12-01,281.450012,286.850006,273.619995,285.100006,272.222748,44607400
2020-01-01,286.440002,293.609985,281.609985,282.420013,270.487396,58268500
2020-02-01,283.690002,295.869995,247.000000,254.559998,243.919327,91684900
2020-03-01,256.709991,271.109985,182.100006,219.229996,210.644608,254951200
2020-04-01,210.649994,247.669998,207.179993,243.220001,234.396057,138549700
2020-05-01,239.580002,257.940002,228.300003,254.289993,245.199905,89615500
2020-06-01,253.779999,276.380005,249.100006,257.869995,249.138107,120196900
2020-07-01,258.869995,270.540009,255.350006,264.350006,256.136444,74383800
2020-08-01,265.670013,287.450012,265.350006,284.279999,275.664581,55267700
2020-09-01,283.730011,292.359985,265.269989,277.500000,269.676300,77593100
2020-10-01,279.329987,289.609985,261.410004,265.059998,258.203003,72158000
2020-11-01,268.899994,301.109985,266.929993,296.619995,289.065338,82895400
2020-12-01,299.730011,306.290009,296.350006,305.790009,298.661011,64517400
2021-01-01,306.589996,312.709991,298.589996,299.809998,293.388824,71320500
2021-02-01,302.279999,320.040009,300.140015,309.450012,302.947418,61198700
2021-03-01,313.480011,332.859985,305.679993,330.179993,323.858673,122196100
2021-04-01,330.779999,342.429993,329.720001,338.940002,333.129639,75055200
2021-05-01,340.790009,351.089996,335.200012,345.640015,339.826569,86276900
2021-06-01,348.540009,348.649994,332.679993,344.950012,339.847687,76505600
2021-07-01,345.779999,351.709991,337.380005,349.480011,344.812683,88572500
2021-08-01,350.450012,356.600006,347.109985,353.920013,349.400085,69352400
2021-09-01,354.290009,355.179993,335.989990,338.290009,334.554565,98119200
2021-10-01,340.029999,358.929993,337.679993,358.230011,355.024902,83791100
2021-11-01,359.450012,365.640015,344.359985,344.899994,341.928680,86987900
2021-12-01,348.040009,366.720001,340.320007,363.320007,360.894073,121742800
2022-01-01,364.339996,369.500000,331.350006,351.079987,349.379242,207917000
2022-02-01,351.660004,358.100006,322.690002,339.339996,337.947144,139897900
2022-03-01,337.269989,353.709991,326.059998,346.829987,345.928802,127876900
2022-04-01,348.149994,354.880005,329.100006,329.690002,329.569855,103811100
2022-05-01,330.350006,341.170013,312.529999,322.779999,322.779999,85208100
